0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.007226013649135096e-02 9.642827045874157193e+03 4.035016533982683904e+04 1.444120438020669826e+04 8.698226696474964683e+02 4.768451822306118993e+04 8.384377214561814071e+02 2.860836536005269954e+04 5.291734390333798729e+03 2.012294413056239864e+04 4.315983440429032925e+00 4.626485031757004762e+00 3.296074516285184774e+00 1.136227751123498830e+00 3.614889056674868706e-01 1.040196147418817496e+00 4.493718700501005414e-01 7.760868082066839646e-01 6.139951329027137916e-01
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 6.234618539786704328e-02 1.974890494958304316e+03 2.300670900680060367e+04 2.664873121473427091e+04 1.595328377898526071e+02 4.832050155665661441e+04 9.677416029965683038e+02 2.703769477746581106e+04 9.480943313180403493e+03 1.705784316215179206e+04 1.888218007237898899e+00 3.334248356595347129e+00 2.557446455532262686e+00 3.820502747625871831e-01 2.931922920932505394e-01 1.367138573849685068e+00 6.387979765913942565e-01 1.499017185417595099e+00 6.515358468526369906e-01
2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.269771176234433363e-02 1.406287117090607171e+04 3.199822347264039490e+04 2.196224307824483185e+04 3.796171819878665019e+02 4.884905968472361565e+04 8.289978728175617562e+02 2.148256446482169849e+04 1.872072982471349678e+04 1.287537570403080099e+04 4.474442306012655912e+00 4.576937029378649768e+00 3.742310397938882538e+00 6.294994594369290875e-01 3.565276942011258443e-01 7.727437897008616607e-01 2.535021481177023861e-01 1.590032033178698512e-01 2.635135881246294387e-01
3.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.694098755519871657e-01 9.587314401342564452e+03 3.347514717824057880e+04 1.503085093391488954e+04 5.471842377291351340e+02 4.853382213148180017e+04 5.876606070871774818e+02 2.129672582163079642e+04 2.207742274741179790e+04 9.837848989583199000e+03 3.172737147414403047e+00 4.194636079417231045e+00 2.688073736695676619e+00 6.546467236814906832e-01 2.234756286042254569e-01 4.547940329725200237e-01 4.796597211288683993e-01 6.676303337552682571e-01 4.319564691360007758e-01
4.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.541148133279805821e-01 8.968648917682134197e+03 2.777766346909866843e+04 2.691873535333416294e+04 6.930594690174618790e+02 4.790913248508201650e+04 1.756814358654111174e+03 2.111149165103760970e+04 1.931432052397149891e+04 1.264489653410239953e+04 2.989157826836415399e+00 5.230599269145750796e+00 4.481040939968482739e+00 6.450364425368828591e-01 3.038672103502585431e-01 4.465176871509833889e-01 1.840544316823632676e-01 2.045420694584623444e-01 1.550987235908792283e-01
5.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.830188679245282946e-01 1.118959538539724963e+04 3.184449779946855051e+04 1.623598740134104264e+04 8.353226400878785398e+02 4.802411207797658426e+04 1.346591859226745555e+03 1.990937634202650952e+04 2.265583703928480099e+04 1.053943868843899872e+04 4.584498491769434025e+00 3.186087889636777248e+00 2.220327328613807882e+00 4.938313728935908031e-01 3.166633866102052108e-01 5.905916276041740520e-01 4.476398167031142017e-01 5.128799097666618678e-01 3.392775018566833167e-01
6.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.895816242821984132e-01 7.632118546724779662e+03 2.989794971276639626e+04 1.824451598062089397e+04 4.744233713944461783e+02 4.894980108448839019e+04 2.336737637372857535e+03 2.443350827773859783e+04 2.303084244638268865e+04 6.177213268023699129e+03 3.056348324158010943e+00 2.763984344945920935e+00 1.795100358270198315e+00 9.563733363118724906e-01 1.010233733733159500e+00 7.507844688447303794e-01 6.001727713913502793e-01 4.991659636511662779e-01 1.034306122010826057e+00
7.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.147330389401847284e-01 1.031875431714134356e+04 2.286891567523206322e+04 1.931632229038973674e+04 8.750846686199267879e+02 4.730450526119531423e+04 2.082102340308356361e+03 2.024877227549308736e+04 2.113988420895200034e+04 1.213128757591720387e+04 3.081927534893147413e+00 3.218518492078645821e+00 2.231597157470890380e+00 5.209499873358154343e-01 3.197637395026137752e-01 4.794324078296685610e-01 5.392340671815486486e-01 5.162268290014757621e-01 7.676862040301025703e-01
8.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.263749498193495580e-01 6.252365895080909468e+03 2.259865501210603907e+04 2.515796974511662484e+04 4.685802788549972320e+02 4.900041204247850692e+04 2.438974883286150089e+03 2.503660440160990038e+04 2.414504167337857871e+04 6.006026489905510061e+03 3.313066115895725972e+00 3.131537159173517715e+00 2.371417530147848396e+00 9.348794799197560623e-01 7.893060519942977082e-01 9.145121922182074536e-01 1.114495594466506034e+00 1.691463206095888072e+00 1.070750362106126508e+00
9.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.649136892814129896e-01 8.089551537682300477e+03 2.483002474486462961e+04 2.084688564185108044e+04 9.553823044762547170e+02 4.978398620558661059e+04 4.789962389625199535e+02 1.452090881785590136e+04 2.791999533121650529e+04 1.193692498530010016e+04 3.646237933495909633e+00 2.289527519979862813e+00 2.204297055761036184e+00 4.518235377948346398e-01 4.549513288103890774e-01 8.037815949982274333e-01 8.154238821303168017e-01 7.347980868614178984e-01 4.659519528782893327e-01
